name,e_bv_sfd,spectofiber
ECO00896,0.01660052,0.8332893
ECO10943,0.02335482,0.8090395
ECO04664,0.03358673,0.7233791
ECO03767,0.02218264,0.7654346
ECO07875,0.03332225,0.8325501
ECO06351,0.03125955,0.7666901
ECO04457,0.03035127,0.6916361
ECO12424,0.01955182,0.8151366
ECO11663,0.01620667,0.7590782
ECO06086,0.0168833,0.7695678
ECO09398,0.0170656,0.7864478
ECO10590,0.01675805,0.7381625
ECO05241,0.02278796,0.7423713
ECO00597,0.0170345,0.7454497
ECO10084,0.02647614,0.7177753
ECO00162,0.03982747,0.7889603
ECO08017,0.0268323,0.7519219
ECO04179,0.02717926,0.7584437
ECO04328,0.02438188,0.7338353
ECO07576,0.02364948,0.6643238
ECO06399,0.02483046,0.7304552
ECO06703,0.007614675,0.7670276
ECO00605,0.02509356,0.7367818
ECO09469,0.0132045,0.6957156
ECO09253,0.01281208,0.7964459
ECO06777,0.02940975,0.7887278
ECO09532,0.008605364,0.8305439
ECO03894,0.01739816,0.798533
ECO06196,0.01742281,0.7876922
ECO02117,0.0145466,0.7957031
ECO03345,0.02229522,0.7276442
ECO03412,0.02390741,0.7547692
ECO06355,0.02809867,0.7379951
ECO07302,0.02852307,0.7755092
ECO04295,0.02553722,0.7266195
ECO07689,0.02947176,0.7910773
ECO07640,0.02760954,0.7671185
ECO10267,0.02891747,0.7484272
ECO00841,0.02929422,0.7581342
ECO07943,0.03140244,0.7835445
ECO11982,0.03141219,0.7284145
ECO07285,0.03024982,0.695782
ECO01690,0.01692423,0.7995704
ECO11895,0.01789564,0.7300659
ECO05659,0.01792772,0.7589337
ECO02452,0.01557606,0.7720375
ECO02923,0.03285437,0.784244
ECO05795,0.0206827,0.8334149
ECO03403,0.01954762,0.6988313
ECO02469,0.02414074,0.7421457
ECO03461,0.03949096,0.7203966
ECO01858,0.02134826,0.8120371
ECO03932,0.01750859,0.7258224
ECO01945,0.01431947,0.8179515
ECO02467,0.03787636,0.7595398
ECO08204,0.02223424,0.7457985
ECO02858,0.03886022,0.7598892
ECO01757,0.04122028,0.7608902
ECO05903,0.03767173,0.7542596
ECO02844,0.02602906,0.673881
ECO12576,0.02324655,0.7835947
ECO01861,0.0281808,0.7265952
ECO02522,0.02597816,0.7576315
ECO11472,0.01887216,0.710174
ECO00741,0.02943168,0.7658287
ECO02573,0.02667715,0.8698524
ECO02558,0.01818907,0.7972524
ECO00735,0.02623932,0.8660184
ECO03084,0.03444251,0.7591824
ECO03113,0.05007477,0.7732587
ECO01753,0.04840649,0.8523223
ECO01752,0.04478205,0.9028848
ECO03277,0.02940147,0.7633231
ECO08233,0.02926026,0.7874034
ECO01787,0.03418038,0.7727738
ECO02731,0.01841944,0.8531739
ECO04493,0.01993481,0.7621545
ECO04601,0.01824909,0.7805575
ECO12598,0.02637093,0.7779114
ECO12626,0.04189302,0.7904606
ECO02624,0.02416471,0.7847757
ECO02603,0.0238684,0.7293923
ECO02589,0.024987,0.7481656
ECO05510,0.02194522,0.8042399
ECO10280,0.02626739,0.7434232
ECO12259,0.02069153,0.692715
ECO08723,0.01502071,0.782317
ECO12263,0.01485438,0.7597878
ECO06723,0.00725732,0.7844341
ECO03746,0.01118849,0.7134047
ECO13541,0.02303814,0.7996686
ECO03464,0.02304528,0.7309691
ECO06002,0.02416344,0.8097771
ECO03819,0.01113643,0.7336165
ECO08771,0.01029212,0.7718644
ECO06861,0.01041794,0.7210621
ECO03833,0.009585317,0.8218814
ECO08571,0.02609201,0.7991477
ECO03366,0.0249287,0.7311524
ECO02226,0.02282801,0.690057
ECO02239,0.02741667,0.7411675
ECO02231,0.0151801,0.8240406
ECO01961,0.01739801,0.7748859
ECO12458,0.01458375,0.8111102
ECO00190,0.009991105,0.7345999
ECO08287,0.03236571,0.6747632
ECO00581,0.02808905,0.8522913
ECO08331,0.01884797,0.7984481
ECO01674,0.01564314,0.7633414
ECO12508,0.02107133,0.8093826
ECO00538,0.01527868,0.8471576
ECO01699,0.01995731,0.7606949
ECO01713,0.01677469,0.7740848
ECO08258,0.02428663,0.7698903
ECO02933,0.02583788,0.8280659
ECO12519,0.02660969,0.7335961
ECO01841,0.02684158,0.7311081
ECO02316,0.02122938,0.7490416
ECO03599,0.02037344,0.8028117
ECO02369,0.0450004,0.8046219
ECO13190,0.01458177,0.7630509
ECO02055,0.03399836,0.8096908
ECO12834,0.03842556,0.7764255
ECO11238,0.05152041,0.7946662
ECO06751,0.01741628,0.7299154
ECO11101,0.01525585,0.7499903
ECO00547,0.01706972,0.7292848
ECO03197,0.02217501,0.7334133
ECO12124,0.01209189,0.7445311
ECO01493,0.01362636,0.7773811
ECO12959,0.01261928,0.779232
ECO12144,0.01352153,0.7837775
ECO09092,0.01046956,0.7365208
ECO10031,0.01328976,0.7620545
ECO08976,0.01289724,0.8701829
ECO08952,0.02577993,0.7411544
ECO11243,0.05046277,0.8303552
ECO00529,0.03448284,0.7790858
ECO00530,0.02400819,0.7908691
ECO00411,0.01526578,0.6953012
ECO09816,0.02179511,0.7416436
ECO13311,0.0286425,0.7928925
ECO02149,0.03807824,0.812213
ECO07124,0.02930459,0.8146626
ECO10353,0.04873697,0.7405789
ECO06365,0.03656398,0.7115337
ECO04642,0.03271927,0.8144553
ECO00107,0.02242538,0.7440332
ECO04444,0.02420761,0.7772691
ECO11197,0.02610847,0.731333
ECO04534,0.02295968,0.7156042
ECO11818,0.02123017,0.7487255
ECO10459,0.02107401,0.7378317
ECO05124,0.01293125,0.7891685
ECO04382,0.02700934,0.7084221
ECO00377,0.01007351,0.7871421
ECO00496,0.01191387,0.8800093
ECO03499,0.0127039,0.713533
ECO06707,0.008605776,0.7578639
ECO13010,0.01045197,0.763087
ECO11726,0.008079877,0.7870837
ECO04904,0.03990341,0.7346113
ECO00186,0.02981019,0.7649704
ECO04451,0.02626347,0.7556612
ECO11665,0.01501267,0.7281013
ECO03530,0.02137973,0.6860764
ECO09446,0.01966662,0.7762437
ECO09490,0.004971475,0.8059242
ECO12878,0.02467528,0.7949937
ECO11447,0.0438381,0.7212918
ECO13342,0.02879931,0.7351208
ECO12094,0.02916935,0.7548459
ECO08913,0.02855175,0.8002132
ECO08919,0.02200599,0.7314478
ECO05239,0.0224893,0.740467
ECO10411,0.02971114,0.7297434
ECO00054,0.05291126,0.7073716
ECO00408,0.05684748,0.7792576
ECO04305,0.02425987,0.8298227
ECO07522,0.02479053,0.7439052
ECO10409,0.01139694,0.7452154
ECO11791,0.02526364,0.7465043
ECO09559,0.01235612,0.753929
ECO05897,0.0169701,0.7800769
ECO09556,0.0221824,0.817719
ECO10015,0.01170048,0.7436665
ECO05700,0.0180004,0.7455668
ECO10007,0.01769764,0.7696219
ECO13513,0.01847497,0.7050903
ECO09351,0.01468774,0.7847674
ECO09364,0.02565432,0.7968687
ECO12079,0.03506894,0.759703
ECO13293,0.02741496,0.7416835
ECO01506,0.02908946,0.7680352
ECO05375,0.01896157,0.8077553
ECO04242,0.02653154,0.7596291
ECO12747,0.02459039,0.7612759
ECO08605,0.03814758,0.7548934
ECO06415,0.02059864,0.7033651
ECO04276,0.01177584,0.7193148
ECO06349,0.03057749,0.755483
ECO04111,0.03371136,0.7444654
ECO07837,0.024346,0.7473837
ECO01060,0.04363445,0.8397385
ECO08382,0.02219525,0.8218887
ECO02430,0.01504004,0.7779359
ECO01682,0.0150155,0.8089604
ECO08457,0.02530217,0.8298571
ECO13158,0.02445806,0.7664612
ECO02453,0.02517082,0.7333515
ECO13169,0.01877544,0.8060684
ECO03915,0.0218255,0.7247516
ECO12313,0.02525151,0.8215678
ECO02455,0.02491419,0.7524677
ECO08209,0.02255896,0.7802444
ECO00769,0.0291981,0.8801532
ECO02807,0.02088971,0.7423385
ECO05729,0.02361279,0.7188323
ECO02154,0.03858646,0.7187088
ECO02505,0.02092091,0.8293561
ECO02533,0.02736756,0.9561791
ECO10614,0.0206129,0.7370034
ECO02884,0.04227806,0.7287219
ECO08166,0.0272158,0.8019795
ECO02579,0.02529488,0.8306214
ECO03067,0.02470609,0.7918174
ECO01756,0.04727696,0.7542362
ECO02629,0.04474611,0.8288903
ECO02613,0.04074923,0.8547807
ECO02569,0.03070323,0.7811479
ECO03281,0.03189265,0.7766919
ECO02599,0.02416672,0.7897709
ECO00681,0.02261521,0.9076013
ECO04358,0.02340916,0.7288375
ECO12631,0.03766089,0.8232646
ECO02582,0.02387577,0.7365875
ECO04578,0.02598528,0.7415057
ECO12695,0.01997273,0.751055
ECO11277,0.0203251,0.7783671
ECO05220,0.0300234,0.7906669
ECO08276,0.02948418,0.7829976
ECO05376,0.02620561,0.7588422
ECO10561,0.03076562,0.7671654
ECO07095,0.03025741,0.7812766
ECO11090,0.0161328,0.7517353
ECO11087,0.01449545,0.7353691
ECO09973,0.009490216,0.7181267
ECO08701,0.007324791,0.7497531
ECO00784,0.02212113,0.8395683
ECO03744,0.01031926,0.7856125
ECO01502,0.01113097,0.7837709
ECO12932,0.01108244,0.714428
ECO06673,0.0105677,0.7186682
ECO12830,0.008541789,0.6750337
ECO12296,0.01149508,0.7602791
ECO06921,0.009389037,0.7490798
ECO06195,0.009181981,0.7325262
ECO06858,0.01203186,0.7478352
ECO00320,0.02446761,0.7829955
ECO00324,0.02101419,0.7401541
ECO12803,0.03451677,0.7686095
ECO12286,0.02212954,0.7542509
ECO01959,0.01160401,0.7846309
ECO03228,0.02012347,0.7396296
ECO01814,0.03101707,0.7160572
ECO03368,0.02360043,0.7655942
ECO01852,0.02782187,0.7181597
ECO02214,0.0213132,0.7506831
ECO13171,0.01930595,0.7958866
ECO10571,0.01513761,0.7406626
ECO08283,0.02057487,0.8215782
ECO10064,0.02879827,0.8181497
ECO00524,0.02970186,0.7550794
ECO08141,0.04038015,0.741903
ECO08068,0.0347103,0.7034529
ECO10646,0.01567909,0.7153378
ECO08419,0.01471591,0.7781484
ECO00669,0.01812134,0.9339143
ECO02258,0.01731115,0.8067817
ECO08475,0.02544414,0.7883639
ECO08259,0.02030091,0.7089389
ECO03192,0.02158118,0.7447701
ECO11872,0.03107168,0.7745394
ECO02336,0.02034961,0.7242359
ECO02360,0.0310667,0.7091905
ECO02367,0.03875232,0.8022109
ECO01831,0.03817393,0.7143021
ECO12587,0.02018078,0.7182781
ECO12528,0.03116992,0.760877
ECO00563,0.01009617,0.8520512
ECO06235,0.01106109,0.8190183
ECO09204,0.01163275,0.7442284
ECO09199,0.01497381,0.8107628
ECO08947,0.01588203,0.7798052
ECO04804,0.02049689,0.8065768
ECO08421,0.05362163,0.7379317
ECO08973,0.01865747,0.849143
ECO00553,0.01200509,0.7852126
ECO11060,0.02082841,0.7768861
ECO05899,0.01641115,0.7555913
ECO12992,0.01782671,0.8101274
ECO06891,0.01463411,0.8170277
ECO09287,0.02153492,0.743551
ECO01396,0.02108121,0.7747176
ECO11871,0.0197935,0.7931881
ECO04231,0.01633895,0.7342699
ECO12963,0.01133791,0.7866789
ECO09087,0.01121573,0.7455187
ECO09051,0.01676474,0.7736586
ECO04029,0.01161676,0.7638386
ECO08374,0.06362702,0.7651545
ECO05468,0.03620015,0.8215211
ECO11562,0.02993344,0.7098222
ECO12764,0.01704932,0.6777835
ECO05152,0.03634021,0.7652438
ECO02132,0.03692427,0.8126208
ECO08721,0.02959337,0.7580682
ECO03171,0.02849464,0.7608827
ECO00152,0.01394919,0.7950152
ECO10253,0.01774878,0.7854081
ECO07890,0.02757154,0.7570981
ECO04223,0.02813992,0.7161678
ECO11968,0.02915101,0.8424199
ECO11154,0.02633076,0.780864
ECO06321,0.03760505,0.8055233
ECO06449,0.03128556,0.7376723
ECO11216,0.0239888,0.8019567
ECO01617,0.02807617,0.7488559
ECO02065,0.03741624,0.7547622
ECO05570,0.012913,0.7528275
ECO03350,0.01364198,0.7869776
ECO04018,0.01663546,0.7218294
ECO04072,0.02929153,0.7576098
ECO02004,0.02571275,0.8707066
ECO04435,0.01335681,0.7916005
ECO12394,0.01762187,0.8564358
ECO03487,0.02060387,0.7456677
ECO03908,0.03677759,0.7201784
ECO03966,0.03224058,0.8278821
ECO01195,0.02841065,0.7061533
ECO12400,0.02841065,0.7061533
ECO00979,0.03315821,0.7830491
ECO04334,0.02806316,0.7471642
ECO10352,0.01923775,0.7249584
ECO07126,0.02369577,0.7156844
ECO11755,0.02807197,0.7903466
ECO07907,0.02070574,0.8054461
ECO10100,0.0258614,0.7272604
ECO00035,0.04413884,0.8423051
ECO02024,0.02373758,0.7902191
ECO11210,0.02575347,0.7657124
ECO11374,0.02527627,0.7854815
ECO05425,0.01186665,0.7711844
ECO06068,0.0177854,0.8152099
ECO00807,0.01324425,0.8572648
ECO09415,0.01532834,0.7569997
ECO05937,0.02075227,0.792068
ECO12433,0.02101917,0.7204979
ECO03282,0.01906262,0.7260845
ECO08934,0.02574885,0.7758321
ECO08968,0.02427305,0.7826088
ECO01485,0.02035614,0.7490487
ECO09058,0.01940867,0.7027063
ECO05726,0.03515695,0.7691394
ECO00088,0.02451074,0.7800155
ECO06436,0.02501324,0.7972456
ECO00122,0.02345147,0.9014369
ECO07675,0.03084769,0.7702435
ECO10866,0.007800119,0.7736502
ECO09102,0.01742652,0.7252989
ECO07083,0.01330551,0.8086954
ECO07189,0.01573223,0.7592776
ECO12058,0.01224265,0.7459067
ECO05682,0.02344897,0.7791169
ECO09616,0.01591462,0.7632443
ECO09602,0.01394036,0.7350796
ECO11664,0.01939449,0.7556124
ECO09244,0.01227655,0.7636763
ECO09241,0.01396169,0.8235974
ECO04198,0.007111705,0.8714194
ECO12029,0.01088917,0.8075888
ECO01472,0.01388106,0.7935675
ECO09327,0.018566,0.7520657
ECO04375,0.01280825,0.7499411
ECO11669,0.01979856,0.774059
ECO11494,0.02138179,0.7564176
ECO12067,0.02232473,0.7607777
ECO00512,0.02578929,0.7204716
ECO05161,0.02258016,0.7392599
ECO11961,0.03243687,0.7718729
ECO00848,0.02266,0.9274936
ECO10165,0.03407928,0.7651783
ECO11309,0.03390262,0.8450001
ECO05085,0.02691235,0.7908785
ECO00298,0.02251745,0.7619547
ECO06952,0.03384306,0.697427
ECO10713,0.05101708,0.7709734
ECO06428,0.02918678,0.788856
ECO00139,0.01521606,0.7130029
ECO04212,0.03716864,0.7411271
ECO12360,0.0276162,0.7401661
ECO07325,0.03642082,0.6753395
ECO05322,0.03475006,0.8093984
ECO00042,0.05569383,0.8242205
ECO11370,0.01486821,0.813618
ECO02414,0.0290674,0.8003079
ECO01808,0.02385359,0.7529666
ECO05861,0.02333635,0.8002055
ECO02460,0.02538677,0.7967587
ECO12568,0.01232286,0.712577
ECO02847,0.02867396,0.8391553
ECO07042,0.02503833,0.7306301
ECO02862,0.03825647,0.8127951
ECO04133,0.02957977,0.7632608
ECO12574,0.02489021,0.7225555
ECO05854,0.03092699,0.7500039
ECO01789,0.02983902,0.7953535
ECO13157,0.0313825,0.8409912
ECO02513,0.02492557,0.7593893
ECO00982,0.02026991,0.7800561
ECO02167,0.06116464,0.7855037
ECO04366,0.0267952,0.7870637
ECO13215,0.02769012,0.7883295
ECO12317,0.0275876,0.7933448
ECO02528,0.03606029,0.821673
ECO03108,0.04699542,0.7531904
ECO05831,0.04250845,0.7059072
ECO12595,0.02129744,0.7686768
ECO05821,0.0276576,0.7626874
ECO02654,0.02867186,0.68753
ECO02643,0.02571613,0.7532793
ECO04484,0.02117385,0.7436253
ECO04556,0.02795957,0.7389278
ECO08609,0.0208191,0.7886844
ECO04574,0.02657348,0.7566711
ECO09792,0.03031753,0.7295109
ECO10689,0.02190644,0.7941307
ECO00805,0.01558051,0.7430516
ECO01878,0.0152465,0.7895344
ECO01498,0.01119032,0.7380579
ECO00810,0.01241053,0.7613541
ECO12262,0.01443979,0.7130076
ECO10642,0.01311798,0.7325644
ECO12819,0.02110446,0.7563124
ECO03814,0.01093802,0.7620392
ECO12294,0.00784641,0.8005695
ECO06910,0.008573376,0.7485178
ECO03882,0.01269516,0.8079217
ECO08242,0.02511576,0.6730458
ECO11492,0.02942211,0.8063403
ECO02984,0.02559608,0.8108743
ECO11564,0.02240417,0.7318668
ECO12832,0.01430942,0.7297652
ECO12748,0.03129908,0.7428594
ECO01887,0.02852287,0.7607584
ECO08157,0.03739405,0.7862703
ECO10985,0.02544369,0.8029529
ECO05508,0.02881001,0.7870409
ECO05498,0.02072914,0.7851582
ECO13453,0.01606119,0.7829779
ECO08441,0.01594366,0.777714
ECO12694,0.01547517,0.7556673
ECO11992,0.01753612,0.76789
ECO02205,0.01656469,0.7787196
ECO02263,0.01855741,0.7728586
ECO02880,0.0192957,0.8257938
ECO11509,0.04118458,0.6958956
ECO08288,0.02046693,0.7662915
ECO02280,0.02984319,0.8412398
ECO02276,0.03179974,0.7660832
ECO05880,0.03249757,0.7945904
ECO05970,0.02494915,0.7580558
ECO12523,0.03563192,0.7412184
ECO08351,0.01305707,0.7436988
ECO00217,0.03395355,0.8189588
ECO04140,0.02620012,0.7615058
ECO11129,0.02281388,0.787046
ECO08888,0.03002538,0.7640343
ECO05409,0.01349957,0.7813869
ECO03193,0.02087165,0.6998543
ECO01540,0.0132941,0.797537
ECO09312,0.01658258,0.7244251
ECO12077,0.01842508,0.7605155
ECO02114,0.01807884,0.7877888
ECO09424,0.01299685,0.7972717
ECO09367,0.01560696,0.7843185
ECO09445,0.01318003,0.8304324
ECO06236,0.01403043,0.8329125
ECO11800,0.01727976,0.8040658
ECO01353,0.01739689,0.7334118
ECO09397,0.02212856,0.7542789
ECO01410,0.01903608,0.8284622
ECO08542,0.03661923,0.8002821
ECO06281,0.02088749,0.7751919
ECO12347,0.02904095,0.7513681
ECO00587,0.0262615,0.8645473
ECO10624,0.05076583,0.7725598
ECO03977,0.04388678,0.7323521
ECO07641,0.03903285,0.769326
ECO05451,0.02326831,0.7557546
ECO07582,0.03746277,0.799522
ECO04337,0.05694076,0.7887928
ECO01364,0.06118376,0.8027205
ECO08372,0.01589123,0.756238
ECO00210,0.01449034,0.7827887
ECO08482,0.01763215,0.7427514
ECO02417,0.02360054,0.7467472
ECO02448,0.0271937,0.8380932
ECO04508,0.02907524,0.7502808
ECO00932,0.02103284,0.9006434
ECO12558,0.02361855,0.7671709
ECO05689,0.02545125,0.7303045
ECO02822,0.02986178,0.7994257
ECO08211,0.03672886,0.7538624
ECO01792,0.01997217,0.7238051
ECO02837,0.03061848,0.7683855
ECO03346,0.03305145,0.7419143
ECO02517,0.02779109,0.7582469
ECO04000,0.02779109,0.7582469
ECO02170,0.02174685,0.7975923
ECO12513,0.06198408,0.749761
ECO02492,0.0425761,0.8148599
ECO04732,0.02149777,0.7439281
ECO01073,0.02483848,0.887161
ECO02553,0.01961505,0.7319763
ECO03040,0.02345105,0.7503418
ECO05784,0.04860449,0.8116724
ECO11813,0.01757201,0.6451324
ECO04793,0.0237621,0.8105707
ECO04903,0.034717,0.7733494
ECO02058,0.04208132,0.7614391
ECO04644,0.02223765,0.7972519
ECO12617,0.02000783,0.8140354
ECO11416,0.02273155,0.7592044
ECO11417,0.02378213,0.7736511
ECO08320,0.03467432,0.7507213
ECO05663,0.02176248,0.8113243
ECO08713,0.01996348,0.7635839
ECO03175,0.02570502,0.7500106
ECO05952,0.02011946,0.790804
ECO00957,0.01604848,0.7313904
ECO09975,0.0101039,0.7201066
ECO06662,0.01042617,0.7274193
ECO03839,0.009800198,0.7267073
ECO05373,0.0306393,0.7463657
ECO08641,0.02156289,0.7940738
ECO12295,0.01416506,0.7278486
ECO06828,0.01068966,0.7493673
ECO11572,0.0104695,0.7552779
ECO03804,0.01270853,0.7356317
ECO06152,0.01170699,0.7455255
ECO12282,0.007999385,0.762752
ECO10600,0.0218119,0.7225248
ECO03386,0.02598131,0.7249663
ECO11835,0.02379717,0.7816001
ECO01929,0.02452618,0.7831331
ECO08250,0.03188404,0.7616113
ECO08248,0.02165788,0.7904285
ECO08232,0.03542054,0.7359619
ECO11428,0.02370632,0.7418471
ECO07331,0.02919861,0.7436532
ECO00315,0.03583295,0.7670058
ECO03418,0.03745212,0.7434544
ECO02245,0.01553394,0.8050347
ECO00536,0.02381143,0.8121735
ECO02257,0.01772842,0.7779611
ECO02145,0.02692707,0.7394469
ECO02329,0.02692707,0.7394469
ECO01745,0.03035796,0.7924999
ECO08293,0.02295909,0.8687806
ECO08327,0.02316306,0.8153673
ECO08319,0.0196529,0.8314005
ECO01760,0.02778839,0.7600953
ECO03143,0.02026071,0.8007537
ECO02362,0.03476836,0.7285644
ECO02339,0.0311503,0.8225086
ECO01881,0.02675117,0.8005417
ECO02356,0.02076783,0.7985265
ECO11709,0.03481261,0.7601905
ECO04430,0.01826716,0.8341473
ECO12108,0.01978141,0.8575958
ECO11108,0.01235112,0.7792659
ECO11407,0.01159136,0.6861598
ECO00854,0.01306903,0.787739
ECO06706,0.01296252,0.8041096
ECO08990,0.01226929,0.7243043
ECO08927,0.01492859,0.8088438
ECO11333,0.01465218,0.8079624
ECO11106,0.0135878,0.7478421
ECO06335,0.01086895,0.8033894
ECO10649,0.01572473,0.782007
ECO07125,0.01223029,0.8074341
ECO12942,0.008508193,0.8341556
ECO01368,0.01766743,0.7871095
ECO11639,0.02194662,0.7811863
ECO09093,0.01690677,0.8020339
ECO09004,0.01396101,0.8686858
ECO11128,0.01101524,0.7444113
ECO03417,0.01921704,0.7752598
ECO06698,0.0110414,0.7538912
ECO08978,0.01216278,0.7580292
ECO12980,0.009717015,0.8123043
ECO08861,0.01915507,0.8181312
ECO08469,0.04680242,0.7882876
ECO09661,0.03273166,0.7080742
ECO13315,0.01336369,0.6413605
ECO06862,0.026663,0.7704121
ECO02152,0.02826534,0.7581611
ECO11993,0.03023014,0.7001158
ECO07792,0.02499545,0.7507042
ECO01604,0.02579486,0.7457292
ECO11921,0.03037794,0.7505063
ECO11164,0.02879746,0.7324333
ECO04172,0.03215649,0.7673755
ECO01080,0.02756665,0.7548172
ECO04442,0.03295165,0.7291844
ECO13207,0.02750024,0.7784438
ECO11195,0.02798958,0.7662185
ECO11194,0.03060763,0.8156465
ECO04591,0.0285914,0.807605
ECO02740,0.02743166,0.7138646
ECO09637,0.01520277,0.8177655
ECO00376,0.01090432,0.7652951
ECO05884,0.01287493,0.8098811
ECO11851,0.06368365,0.7106273
ECO12494,0.054248,0.771588
ECO03446,0.01964541,0.7583008
ECO05990,0.02263557,0.7406299
ECO03584,0.02783449,0.8140397
ECO03965,0.03202397,0.7682531
ECO12366,0.02878465,0.7889653
ECO12382,0.02684702,0.782928
ECO06537,0.008753939,0.7554093
ECO06542,0.009111176,0.7331711
ECO01284,0.01439858,0.7822866
ECO09707,0.01397133,0.7693761
ECO04380,0.02362968,0.8475628
ECO04507,0.02329971,0.7627327
ECO01202,0.02320718,0.7292222
ECO00131,0.02552164,0.8320231
ECO00188,0.04443578,0.720031
ECO09525,0.02031016,0.8701993
ECO00322,0.02259176,0.7872832
ECO05207,0.02872832,0.7540988
ECO10410,0.03322844,0.7248385
ECO03340,0.02263942,0.7756663
ECO10038,0.02093245,0.766248
ECO09028,0.02070335,0.7581425
ECO11557,0.0261107,0.7608006
ECO10083,0.02505062,0.7505404
ECO08104,0.0334508,0.7698896
ECO03445,0.03766418,0.7771435
ECO04065,0.02838586,0.7617837
ECO00850,0.03145525,0.8101221
ECO07664,0.02912452,0.7406006
ECO07593,0.0239648,0.7703432
ECO07625,0.01793377,0.7788937
ECO05718,0.01736129,0.7682941
ECO09358,0.01530598,0.7467473
ECO06787,0.01106429,0.7784691
ECO06188,0.01306193,0.7928022
ECO12080,0.02977358,0.7284105
ECO00164,0.04182147,0.7136436
ECO06342,0.03106851,0.7051466
ECO04598,0.006638795,0.8024511
ECO11965,0.02843169,0.7258133
ECO01637,0.01920761,0.7128422
ECO07241,0.02327447,0.6381407
ECO07207,0.0224937,0.736506
ECO07234,0.02132265,0.7031925
ECO07324,0.04071138,0.8611163
ECO07430,0.04412888,0.7585276
ECO05260,0.04000343,0.750791
ECO04138,0.02920201,0.7266356
ECO07327,0.0289531,0.6657497
ECO07468,0.06515604,0.7566212
ECO07631,0.06614227,0.8582027
ECO13468,0.05109894,0.8334759
ECO11103,0.06805007,0.7435886
ECO08345,0.01752088,0.8053154
ECO11371,0.01983045,0.8416784
ECO05885,0.03091703,0.7420648
ECO13161,0.03093342,0.7554446
ECO00984,0.0130713,0.7451662
ECO12843,0.03195001,0.7969615
ECO02815,0.02208527,0.7094503
ECO10576,0.02405211,0.7079239
ECO03066,0.02687131,0.7040047
ECO11630,0.02273814,0.7553973
ECO01733,0.0215737,0.6695794
ECO08237,0.02914003,0.7608027
ECO02823,0.02665847,0.7954669
ECO08210,0.03265774,0.7558717
ECO02873,0.03169722,0.8042242
ECO12594,0.02293432,0.7594133
ECO02165,0.02821225,0.8307351
ECO01806,0.01829906,0.7033134
ECO01900,0.01007521,0.7323614
ECO00679,0.03071312,0.769665
ECO04458,0.03854182,0.7639861
ECO10687,0.03712634,0.7549129
ECO08076,0.02435127,0.7131276
ECO09934,0.02749958,0.7943138
ECO02518,0.0220395,0.7326816
ECO11495,0.02222161,0.8015687
ECO05664,0.0222944,0.851685
ECO08152,0.02275792,0.7826037
ECO08164,0.03979389,0.7504644
ECO05736,0.02648751,0.7989315
ECO00736,0.03551844,0.800999
ECO12585,0.02817474,0.792502
ECO12661,0.02158256,0.7379444
ECO00981,0.02079091,0.8527772
ECO01783,0.02825578,0.7761522
ECO10592,0.0292206,0.7633947
ECO01816,0.02441426,0.8104386
ECO06967,0.02558379,0.7934929
ECO02571,0.01709529,0.8334126
ECO00686,0.02344638,0.7390573
ECO02602,0.02122772,0.7655233
ECO02637,0.01899552,0.7721769
ECO00688,0.01507651,0.6664809
ECO13238,0.03875983,0.7276856
ECO13235,0.03654733,0.7637091
ECO02587,0.0246524,0.7452714
ECO13212,0.02587494,0.816573
ECO12608,0.01853574,0.862177
ECO11580,0.01677406,0.7625915
ECO05306,0.02796226,0.7932039
ECO11357,0.02810124,0.7962509
ECO06822,0.02256782,0.7588862
ECO10622,0.01822561,0.697157
ECO00082,0.01517846,0.7642344
ECO08639,0.01759556,0.7222322
ECO01902,0.008353641,0.7264399
ECO00814,0.01077071,0.798368
ECO06150,0.01204311,0.7581478
ECO06927,0.01139372,0.7604501
ECO06148,0.01022616,0.7492604
ECO08725,0.01269647,0.8026364
ECO01277,0.02707939,0.7997809
ECO06746,0.01952245,0.7605297
ECO13535,0.01608568,0.7758054
ECO08539,0.017704,0.7093792
ECO12447,0.02397949,0.7215382
ECO00947,0.02034931,0.6691882
ECO12457,0.02277083,0.7181794
ECO10598,0.0210323,0.7435508
ECO02230,0.02549198,0.7175643
ECO01856,0.02463226,0.7210397
ECO12459,0.01892757,0.7799277
ECO00310,0.03847581,0.7370993
ECO08256,0.02504639,0.8110657
ECO11365,0.02141609,0.8171921
ECO11510,0.02072901,0.7568821
ECO08329,0.01624874,0.7951572
ECO01701,0.0175893,0.8703083
ECO01707,0.02074952,0.7247115
ECO02348,0.02198409,0.7469354
ECO02989,0.0340729,0.793534
ECO00331,0.02397714,0.7914771
ECO01826,0.03334655,0.799506
ECO02303,0.02152554,0.7335749
ECO03949,0.03327297,0.8394025
ECO06734,0.01335446,0.8322778
ECO02318,0.0155128,0.6908266
ECO02286,0.0312727,0.7459196
ECO13197,0.01998886,0.7391804
ECO04953,0.03865954,0.8046937
ECO00633,0.02604565,0.8265498
ECO05026,0.05795008,0.7889777
ECO05043,0.05979941,0.7496629
ECO10629,0.01512911,0.7448611
ECO03137,0.03320944,0.7709187
ECO03188,0.02265045,0.7519075
ECO11119,0.02003323,0.8814246
ECO10041,0.01555138,0.7307262
ECO10029,0.01447153,0.7068234
ECO00571,0.01429504,0.9058042
ECO05918,0.01399741,0.7908604
