	#x	Wavelength	A_lambda/E(B-V)
1240	1.488095238	6720	2.038433652
1241	1.487431206	6723	2.037166642
1242	1.486767767	6726	2.035900763
1243	1.486104919	6729	2.034636012
1244	1.485442662	6732	2.033372389
1245	1.484780995	6735	2.032109891
1246	1.484119917	6738	2.030848518
1247	1.483459427	6741	2.029588267
1248	1.482799526	6744	2.028329137
1249	1.48214021	6747	2.027071127
1250	1.481481481	6750	2.025814236
1251	1.480823338	6753	2.024558461
1252	1.480165779	6756	2.023303801
1253	1.479508803	6759	2.022050255
1254	1.478852411	6762	2.020797822
1255	1.4781966	6765	2.019546499
1256	1.477541371	6768	2.018296286
1257	1.476886723	6771	2.01704718
1258	1.476232654	6774	2.015799181
1259	1.475579165	6777	2.014552287
1260	1.474926254	6780	2.013306496
1261	1.47427392	6783	2.012061807
1262	1.473622163	6786	2.010818219
1263	1.472970982	6789	2.009575729
1264	1.472320377	6792	2.008334338
1265	1.471670346	6795	2.007094042
1266	1.471020888	6798	2.005854841
1267	1.470372004	6801	2.004616734
1268	1.469723692	6804	2.003379718
1269	1.469075951	6807	2.002143793
1270	1.468428781	6810	2.000908956
1271	1.467782181	6813	1.999675207
1272	1.46713615	6816	1.998442544
1273	1.466490688	6819	1.997210966
1274	1.465845793	6822	1.995980471
1275	1.465201465	6825	1.994751058
1276	1.464557704	6828	1.993522725
1277	1.463914507	6831	1.99229547
1278	1.463271876	6834	1.991069294
1279	1.462629808	6837	1.989844193
1280	1.461988304	6840	1.988620167
1281	1.461347362	6843	1.987397214
1282	1.460706982	6846	1.986175334
1283	1.460067163	6849	1.984954523
1284	1.459427904	6852	1.983734782
1285	1.458789205	6855	1.982516108
1286	1.458151064	6858	1.9812985
1287	1.457513482	6861	1.980081957
1288	1.456876457	6864	1.978866478
1289	1.456239988	6867	1.97765206
1290	1.455604076	6870	1.976438704
1291	1.454968718	6873	1.975226406
1292	1.454333915	6876	1.974015166
1293	1.453699666	6879	1.972804983
1294	1.453065969	6882	1.971595855
1295	1.452432825	6885	1.970387781
1296	1.451800232	6888	1.969180758
1297	1.45116819	6891	1.967974787
1298	1.450536699	6894	1.966769866
1299	1.449905756	6897	1.965565992
1300	1.449275362	6900	1.964363166
1301	1.448645516	6903	1.963161385
1302	1.448016218	6906	1.961960648
1303	1.447387466	6909	1.960760954
1304	1.446759259	6912	1.959562301
1305	1.446131598	6915	1.958364688
1306	1.445504481	6918	1.957168114
1307	1.444877908	6921	1.955972578
1308	1.444251878	6924	1.954778077
1309	1.443626389	6927	1.953584611
1310	1.443001443	6930	1.952392178
1311	1.442377037	6933	1.951200777
1312	1.441753172	6936	1.950010407
1313	1.441129846	6939	1.948821066
1314	1.440507058	6942	1.947632753
1315	1.439884809	6945	1.946445467
1316	1.439263097	6948	1.945259206
1317	1.438641922	6951	1.944073969
1318	1.438021283	6954	1.942889755
1319	1.437401179	6957	1.941706562
1320	1.436781609	6960	1.940524389
1321	1.436162574	6963	1.939343234
1322	1.435544071	6966	1.938163097
1323	1.434926101	6969	1.936983976
1324	1.434308663	6972	1.93580587
1325	1.433691756	6975	1.934628777
1326	1.43307538	6978	1.933452696
1327	1.432459533	6981	1.932277626
1328	1.431844215	6984	1.931103566
1329	1.431229426	6987	1.929930514
1330	1.430615165	6990	1.928758469
1331	1.43000143	6993	1.927587429
1332	1.429388222	6996	1.926417394
1333	1.428775539	6999	1.925248361
1334	1.428163382	7002	1.924080331
