name,econame,mw3w,mw4w,sfr_nuv,sfr_nuv_wisew,sfr_nuv_err,sfr_nuv_wisew_err
"ECOaddrs0272","ECO13622",0.00000,0.00000,-NaN,-NaN,-NaN,-NaN
"ECOaddrs0281","ECO13623",0.00000,0.00000,-NaN,-NaN,-NaN,-NaN
"ECOaddrs0285","ECO13624",0.00000,0.00000,-NaN,-NaN,-NaN,-NaN
"ECOaddrs0286","ECO13625",0.00000,0.00000,-NaN,-NaN,-NaN,-NaN
"ECOaddrs0287","ECO13782",0.00000,0.00000,-NaN,-NaN,-NaN,-NaN
"ECOaddrs0291","ECO13626",0.00000,0.00000,-NaN,-NaN,-NaN,-NaN
"ECOaddrs0293","ECO13627",0.00000,0.00000,-NaN,-NaN,-NaN,-NaN
"ECOaddrs0294","ECO13783",0.00000,0.00000,-NaN,-NaN,-NaN,-NaN
"ECOaddrs0295","ECO13628",0.00000,0.00000,-NaN,-NaN,-NaN,-NaN
"ECOaddrs0298","ECO13629",0.00000,0.00000,-NaN,-NaN,-NaN,-NaN
"ECOaddrs0304","ECO13630",0.00000,0.00000,-NaN,-NaN,-NaN,-NaN
"ECOaddrs0307","ECO13631",0.00000,0.00000,-NaN,-NaN,-NaN,-NaN
"ECOaddrs0309","ECO13632",0.00000,0.00000,-NaN,-NaN,-NaN,-NaN
"ECOaddrs0312","ECO13633",0.00000,0.00000,-NaN,-NaN,-NaN,-NaN
"ECOaddrs0326","ECO13634",0.00000,0.00000,-NaN,-NaN,-NaN,-NaN
"ECOaddrs0333","ECO13635",0.00000,0.00000,-NaN,-NaN,-NaN,-NaN
