name	ra	dec
ECO00387	221.257	38.6636
ECO00388	173.661	15.6216
ECO00389	133.18	38.7277
ECO00390	221.82	38.8877
ECO00391	144.291	38.9121
ECO00392	207.408	40.0632
ECO00393	235.607	40.1055
ECO00394	192.701	40.3035
ECO00395	136.051	41.183
ECO00396	142.138	41.392
ECO00397	217.411	41.963
ECO00398	180.295	15.6261
ECO00399	220.691	42.0026
ECO00400	220.415	42.0049
ECO00401	206.145	42.1696
ECO00402	232.462	42.7488
ECO00403	153.878	43.2146
ECO00404	228.088	43.3722
ECO00405	161.629	43.4398
ECO00406	150.434	43.7525
ECO00407	148.057	43.8643
ECO00408	176.733	15.9401
ECO00409	172.549	44.4546
ECO00410	199.35	44.5871
ECO00411	139.648	44.597
ECO00412	166.284	46.3413
ECO00413	215.663	46.5235
ECO00414	134.051	46.8886
ECO00415	230.882	46.9031
ECO00416	164.629	24.3638
ECO00417	168.177	48.0538
ECO00418	163.75	48.2536
ECO00419	197.696	48.4236
ECO00420	142.014	48.5267
ECO00421	152.119	48.5792
ECO00422	179.167	49.451
ECO00423	154.997	49.4511
ECO00424	228.493	33.1399
ECO00425	164.115	24.5692
ECO00426	151.355	47.6658
ECO00427	130.987	1.5842
ECO00428	163.115	-0.6067
ECO00429	162.199	-0.3459
ECO00430	146.283	0.0641
ECO00431	182.764	0.6241
ECO00432	176.804	2.5338
ECO00433	195.214	2.9246
ECO00434	204.884	2.9813
ECO00435	227.653	3.3089
ECO00436	156.38	0.3806
ECO00437	156.351	-0.2532
ECO00438	181.973	13.5655
ECO00439	156.011	0.2077
ECO00440	172.193	1.6178
ECO00441	201.998	2.9943
ECO00442	175.061	25.3237
ECO00443	158.116	3.914
ECO00444	168.334	3.6203
ECO00445	130.236	37.2953
ECO00446	130.889	37.5046
ECO00447	137.907	46.6767
ECO00448	147.913	44.3186
ECO00449	154.687	44.6317
ECO00450	163.599	47.4804
ECO00451	163.69	48.0576
ECO00452	225.249	25.4787
ECO00453	166.156	47.5277
ECO00454	187.521	49.6109
ECO00455	131.365	28.0339
ECO00456	137.721	31.4293
ECO00457	139.954	33.5332
ECO00458	140.401	34.474
ECO00459	157.765	25.9139
ECO00460	140.461	33.9055
ECO00461	140.491	33.0737
ECO00462	153.743	38.1041
ECO00463	153.826	41.1791
ECO00464	162.592	45.6561
ECO00465	166.133	45.1111
ECO00466	167.724	42.3742
ECO00467	213.61	26.0816
ECO00468	219.136	41.4215
ECO00469	138.956	18.9434
ECO00470	188.009	49.6317
ECO00471	136.764	3.8183
ECO00472	138.237	35.2951
ECO00473	139.974	33.7003
ECO00474	194.419	26.2052
ECO00475	140.058	32.7011
ECO00476	140.887	39.8506
ECO00477	145.539	40.2188
ECO00478	145.958	34.9913
ECO00479	148.891	37.5874
ECO00480	151.631	2.4825
ECO00481	156.029	37.5142
ECO00482	206.906	26.4862
ECO00483	157.884	44.8854
ECO00484	158.143	40.7949
ECO00485	163.487	46.5187
ECO00486	172.25	3.8539
ECO00487	178.043	48.8928
ECO00488	182.635	44.6011
ECO00489	184.831	41.5384
ECO00490	185.73	3.1318
ECO00491	180.063	26.4956
ECO00492	187.315	41.473
ECO00493	191.624	47.4949
ECO00494	199.131	3.0604
ECO00495	205.071	3.84
ECO00496	210.66	39.3511
ECO00497	212.981	37.1495
ECO00498	224.869	39.1792
ECO00499	227.075	42.575
ECO00500	147.012	26.6597
ECO00501	235.778	35.5437
ECO00502	139.065	34.7224
ECO00503	148.976	37.3947
ECO00504	154.126	39.0779
ECO00505	161.167	2.2593
