#ID SDSSID RA DEG z Plate MJD Fiber nspec
  351 J013854.66+005457.3  24.72776      0.91590522   0.167783    401 51788 322 1
  352 J013859.34+132108.2  24.747247    13.352268     0.243419    426 51882  97 1
  353 J013928.94-103426.9  24.870575   -10.574151     0.22009     663 52145 211 1
  354 J013940.99-010944.4  24.920782    -1.1623458    0.193831    401 51788 281 1
  355 J014004.70-094230.4  25.019603    -9.708456     0.145923    663 52145 173 1
  356 J014009.19-102108.9  25.038304   -10.35248      0.188339    663 52145 139 1
  357 J014010.25+152054.8  25.042706    15.348555     0.116365    426 51882 575 1
  358 J014010.57-000001.8  25.044043    -0.000492563  0.124326    401 51788 231 1
  359 J014017.07-005003.0  25.071136    -0.8341692    0.334406    401 51788 247 1
  360 J014019.06-092110.5  25.079413    -9.3529181    0.135327    663 52145 515 1
  361 J014038.85+130104.2  25.161894    13.017839     0.0822636   426 51882  83 1
  362 J014045.15-090506.1  25.188117    -9.0850337    0.129186    663 52145 546 1
  363 J014100.77+125128.8  25.253191    12.857992     0.325422    426 51882  50 1
  364 J014105.87-100948.1  25.27447    -10.163358     0.126453    663 52145 101 1
  365 J014124.92-094516.3  25.353836    -9.7545352    0.144106    663 52145 102 1
  366 J014127.79+130436.5  25.365788    13.076799     0.0624917   426 51882  45 1
  367 J014144.97+130229.1  25.437393    13.041413     0.196182    426 51882  51 1
  368 J014153.62+125727.0  25.473427    12.957497     0.198799    426 51882  47 1
  369 J014209.02-005050.0  25.537599    -0.8472324    0.132453    401 51788 129 1
  370 J014219.00+132746.5  25.579183    13.462904     0.266874    429 51820 303 1
  371 J014234.41-011417.4  25.643365    -1.2381575    0.244465    401 51788 123 1
  372 J014238.47+000514.8  25.66031      0.087447969  0.145921    401 51788 483 1
  373 J014248.31-100840.1  25.701277   -10.144476     0.0904268   664 52174 289 1
  374 J014248.87+142125.8  25.703612    14.357174     0.133867    426 51882 589 1
  375 J014313.48-095121.3  25.806163    -9.8559109    0.12529     663 52145  25 1
  376 J014400.09+131231.6  26.000359    13.208784     0.289081    429 51820 267 1
  377 J014404.05-082735.5  26.016868    -8.4598595    0.133113    664 52174 333 1
  378 J014411.28-081301.3  26.046994    -8.2170402    0.238878    664 52174 327 1
  379 J014426.85-101430.6  26.111855   -10.241842     0.276241    664 52174 210 1
  380 J014508.11-011500.2  26.283798    -1.2500655    0.291546    699 52202 201 1
  381 J014555.15-001218.6  26.479791    -0.20515558   0.288265    402 51793 315 1
  382 J014559.45+003524.7  26.497715     0.59018258   0.165278    401 51788 625 1
  383 J014628.53+143707.5  26.61887     14.618751     0.193502    429 51820 457 1
  384 J014638.88+131109.4  26.661998    13.185942     0.159971    429 51820 161 1
  385 J014640.81-082117.3  26.670053    -8.3548081    0.12925     664 52174 452 1
  386 J014644.82-004043.2  26.68677     -0.67867486   0.0826737   401 51788  31 1
  387 J014651.30-085140.4  26.713759    -8.8612102    0.246562    664 52174 549 1
  388 J014815.98-100006.7  27.066572   -10.001869     0.216537    664 52174  67 1
  389 J014816.21+125018.1  27.067559    12.838361     0.157074    429 51820  84 1
  390 J014816.25+001945.0  27.067712     0.32917348   0.0918369   402 51793 431 1
  391 J014901.09-080838.1  27.254538    -8.1439254    0.209536    664 52174 612 1
  392 J014920.85+134813.1  27.336855    13.803641     0.31757     430 51877 304 1
  393 J014951.66+002536.5  27.465233     0.42680663   0.252437    402 51793 486 1
  394 J015016.43+005701.9  27.56846      0.95053988   0.0847743   402 51793 418 1
  395 J015020.64-092055.6  27.586017    -9.3487802    0.303657    665 52168 319 1
  396 J015031.08+005636.9  27.62948      0.9435866    0.256354    402 51793 420 1
  397 J015046.69+132359.9  27.694537    13.399986     0.0940539   430 51877 236 1
  398 J015105.80-003426.4  27.774172    -0.57399254   0.335167    402 51793 146 1
  399 J015117.25-081904.0  27.821876    -8.3177797    0.153099    665 52168 328 1
  400 J015118.76+132206.9  27.828176    13.368576     0.253425    430 51877 238 1
  401 J015140.96+011407.2  27.920648     1.2353213    0.0778135   402 51793 450 1
  402 J015142.73+132003.4  27.928028    13.334264     0.109216    429 51820  40 1
  403 J015219.34+141206.6  28.080567    14.201826     0.248272    429 51820 627 1
  404 J015222.07-091247.6  28.091965    -9.213228     0.208787    665 52168 193 1
  405 J015227.36-095249.5  28.114008    -9.8804305    0.207827    665 52168 211 1
  406 J015238.94+000935.6  28.162268     0.15988735   0.349255    402 51793 585 1
  407 J015259.46+142738.1  28.247754    14.460576     0.310733    430 51877 492 1
  408 J015259.71-090800.4  28.248784    -9.1334402    0.294906    665 52168 166 1
  409 J015307.73+001304.2  28.282223     0.21782592   0.338462    402 51793 588 1
  410 J015313.07-091418.5  28.304442    -9.2384718    0.298314    665 52168 174 1
  411 J015411.75+130149.4  28.54896     13.030379     0.219034    430 51877 126 1
  412 J015412.37-094732.5  28.551553    -9.7923648    0.192782    665 52168 152 1
  413 J015430.25+132856.8  28.626029    13.482438     0.201129    430 51877 144 1
  414 J015517.79-095214.0  28.824126    -9.8705581    0.0950442   665 52168  87 1
  415 J015521.70-004150.0  28.840403    -0.69721083   0.269195    403 51871 229 1
  416 J015528.19+000406.7  28.867469     0.06853691   0.185845    403 51871 425 1
  417 J015528.68+004137.8  28.869519     0.69383366   0.251494    403 51871 428 1
  418 J015530.02-085704.0  28.875082    -8.9511165    0.164744    665 52168 597 1
  419 J015610.91+140934.2  29.04545     14.159512     0.0818422   430 51877 600 1
  420 J015624.87-092756.0  29.103634    -9.4655604    0.333934    665 52168  22 1
  421 J015652.43-001222.0  29.218443    -0.20612271   0.162954    403 51871 196 1
  422 J015738.10+130931.5  29.408758    13.158749     0.220787    427 51900 276 1
  423 J015910.04+010514.6  29.791851     1.0874015    0.217191    403 51871 529 1
  424 J015915.38-080342.8  29.814094    -8.0619004    0.175199    666 52149 329 1
  425 J015957.64+003310.5  29.990148     0.55291729   0.311674    403 51871 549 1
  426 J020001.72-085540.5  30.007176    -8.9279294    0.052474    666 52149 475 1
  427 J020028.38-093859.0  30.118248    -9.6497207    0.320978    666 52149 218 1
  428 J020029.06+002846.6  30.12108      0.47961764   0.174349    403 51871 596 1
  429 J020036.60+004549.3  30.152495     0.7636977    0.166973    403 51871 587 3
  430 J020056.21-094006.9  30.234191    -9.6685721    0.217218    666 52149 217 1
  431 J020056.71+132902.5  30.236311    13.48403      0.121925    427 51900 196 1
  432 J020132.57+002353.2  30.385701     0.39812053   0.0780267   404 51812 343 1
  433 J020205.85+000804.5  30.524382     0.134581     0.106248   1556 53740 400 1
  434 J020257.65+141613.7  30.740221    14.270481     0.124725    427 51900 441 1
  435 J020258.94-002807.5  30.745604    -0.46876039   0.339354    404 51812 270 1
  436 J020300.70-084210.5  30.752922    -8.7029052    0.218094    666 52149 556 1
  437 J020307.71+140816.9  30.782129    14.13803      0.0593815   427 51900 492 1
  438 J020354.02-092452.7  30.97507     -9.4146288    0.213576    666 52149  61 1
  439 J020427.35+130619.1  31.113964    13.105306     0.129363    427 51900 104 1
  440 J020431.64+002400.5  31.13183      0.40014999   0.171282    404 51812 482 1
  441 J020444.89+125005.0  31.187024    12.83473      0.197315    427 51900  49 1
  442 J020459.25-080816.0  31.246878    -8.1377781    0.0771711   666 52149 615 1
  443 J020539.98-090750.6  31.416566    -9.1307316    0.121545    667 52163 319 1
  444 J020615.90-095717.6  31.566233    -9.9548769    0.165908    667 52163 285 1
  445 J020615.99-001729.2  31.566635    -0.29144317   0.0426129   404 51812 141 1
  446 J020653.74-075231.2  31.723925    -7.8753293    0.183921    667 52163 322 1
  447 J020713.33-011223.1  31.805525    -1.2064272    0.171427    404 51877  83 2
  448 J020755.53-004718.2  31.981377    -0.78840148   0.211464    702 52178 184 3
  449 J020808.76+003058.9  32.036516     0.51636213   0.0838349   404 51812 581 1
  450 J020823.80-002000.7  32.099174    -0.33352641   0.0739021   404 51812  79 1
  451 J020825.31-080608.4  32.105438    -8.102328     0.303508    667 52163 379 1
  452 J020828.29-081943.5  32.117871    -8.3287362    0.166145    667 52163 374 1
  453 J020837.08+122808.0  32.154506    12.468891     0.194785    428 51883 249 1
  454 J020903.89+132009.8  32.266217    13.336053     0.0611844   428 51883 264 1
  455 J020946.34-083349.5  32.443068    -8.563754     0.221839    667 52163 497 1
  456 J021011.50-090335.5  32.547897    -9.0598701    0.0414422   667 52163 506 1
  457 J021034.90-002052.8  32.645429    -0.34801365   0.151698    405 51816 274 1
  458 J021053.13+214833.4  32.721389    21.80927      0.24329    2046 53327 110 1
  459 J021135.37-092941.6  32.897376    -9.494896     0.273717    667 52163 164 1
  460 J021139.33+121955.8  32.913885    12.332164     0.148328    428 51883  82 1
  461 J021148.26+001639.5  32.951095     0.27764524   0.294755    404 51812 631 1
  462 J021156.74+003227.9  32.986408     0.54107496   0.247682    404 51812 624 1
  463 J021207.47-095506.4  33.031143    -9.918435     0.154993    667 52163  99 1
  464 J021218.32-073719.7  33.076347    -7.6221464    0.173761    667 52163 567 1
  465 J021257.60+140610.2  33.239993    14.102832     0.0618534   428 51883 509 1
  466 J021316.47+132520.8  33.318629    13.422454     0.287394    428 51883 117 1
  467 J021332.04-000842.0  33.383494    -0.14500216   0.093578    405 51816 198 1
  468 J021359.78+004226.8  33.499076     0.70743881   0.182329    405 51816 458 1
  469 J021447.00-003250.6  33.695834    -0.547396     0.348412   1507 53763 165 1
  470 J021508.78-095841.2  33.786589    -9.9781088    0.250471    667 52163  11 1
  471 J021516.70-074755.3  33.81959     -7.7986897    0.171186    668 52162 323 1
  472 J021516.72-100006.7  33.819664   -10.001855     0.256392    667 52163  19 1
  473 J021529.30-001448.0  33.872076    -0.246656     0.180956    405 51816 158 1
  474 J021640.92-094009.8  34.170484    -9.6693929    0.0726686   668 52162 249 1
  475 J021652.47-002335.3  34.21864     -0.39314734   0.304493    405 51816 117 1
  476 J021707.88-084743.4  34.282816    -8.7953924    0.291441    668 52162 190 1
  477 J021716.30-085652.3  34.317926    -8.9478505    0.23234     668 52162 195 1
  478 J021731.70+003535.1  34.382084     0.59307622   0.28919     405 51816 600 1
  479 J021802.34-002648.9  34.509737    -0.44691084   0.273731    406 51869 312 1
  480 J021839.83-094704.3  34.665972    -9.7845247    0.213476    668 52162 126 1
  481 J021859.49-085206.2  34.747864    -8.8683806    0.230823    668 52162 151 1
  482 J021920.45+010037.9  34.835208     1.0105142    0.195407    406 51869 335 1
  483 J021929.12-080511.1  34.871353    -8.086412     0.108292    668 52162 532 1
  484 J022008.96-090410.1  35.037343    -9.0694835    0.231685    668 52162 119 1
  485 J022011.27-000636.3  35.046939    -0.11008158   0.269383    406 51869 279 1
  486 J022014.57-072859.2  35.060724    -7.4831078    0.213463    668 52162 540 1
  487 J022042.84+001649.5  35.178504     0.28041411   0.193196    406 51869 391 1
  488 J022054.26-003309.3  35.226089    -0.55259      0.274923    406 51869 236 1
  489 J022138.74+005048.3  35.411399     0.8467546    0.306465    406 52238 426 2
  490 J022225.48-090258.5  35.606178    -9.0495943    0.224138    668 52162  40 1
  491 J022226.12-085701.3  35.608844    -8.9503658    0.166773    668 52162  24 1
  492 J022252.39+010642.9  35.718308     1.1119262    0.25091     406 51869 420 1
  493 J022347.48-083655.6  35.947854    -8.615431     0.260822    454 51908 400 1
  494 J022417.17-092549.3  36.071533    -9.4303723    0.311409    454 51908 297 1
  495 J022505.36+000540.6  36.272349     0.094604288  0.213648    406 51869 112 2
  496 J022556.42-073248.6  36.485073    -7.5468397    0.191532    454 51908 407 1
  497 J022608.20-005318.8  36.534168    -0.88856541   0.106359    406 51869  60 1
  498 J022637.10-083118.1  36.654572    -8.5216815    0.184209    454 51908 499 1
  499 J022756.28+005733.1  36.984509     0.95918242   0.128246    407 51820 329 1
  500 J022815.99-010636.5  37.06661     -1.1101429    0.318656    407 51820 252 1
  501 J022821.38-082106.1  37.089099    -8.3517057    0.171374    454 51908 503 1
  502 J022838.88-092557.1  37.161983    -9.432538     0.108278    454 51908  90 1
  503 J022841.48+005208.6  37.17282      0.86904903   0.186225    407 51820 332 1
  504 J022849.52-090153.8  37.206315    -9.0316069    0.0720581   454 51908 109 1
  505 J022932.43-011207.6  37.385121    -1.2021016    0.0853975   407 51820 219 1
  506 J023020.93+001355.6  37.587222     0.23211937   0.33473     407 51820 438 1
  507 J023038.88-000114.6  37.662016    -0.020711853  0.133675    407 51820 198 1
  508 J023042.61-011105.7  37.677533    -1.1849084    0.232383    407 51820 128 1
  509 J023044.93+011246.0  37.687208     1.2127753    0.265936    407 51820 401 1
  510 J023122.59-093841.5  37.844139    -9.6448525    0.208491    454 51908   1 1
  511 J023140.98-011003.6  37.920747    -1.1676618    0.0543628   407 51820  90 1
  512 J023150.81-010823.1  37.961702    -1.1397457    0.0541997   407 51820  82 1
  513 J023224.59+243841.0  38.102459    24.644714     0.344855   2399 53764 187 1
  514 J023253.42-082832.1  38.222583    -8.4755932    0.265184    455 51909 262 1
  515 J023305.96+003856.4  38.274852     0.64901023   0.244133    407 51820 546 1
  516 J023315.91-081633.5  38.316298    -8.2759804    0.265364    455 51909 391 1
  517 J023351.63+010813.8  38.465123     1.1371587    0.0223862   407 51820 609 1
  518 J023403.77-071853.0  38.515729    -7.3147262    0.272766    455 51909 377 1
  519 J023414.58+005707.9  38.560751     0.95219955   0.269359    407 51820 608 1
  520 J023546.64-074250.5  38.94432     -7.7140333    0.261499    455 51909 466 1
  521 J023602.08-090000.9  39.008649    -9.0002634    0.335664    455 51909 139 1
  522 J023643.95-005943.3  39.183115    -0.99535075   0.251694    408 51821 242 1
  523 J023700.31-010130.6  39.251281    -1.0251718    0.344039    408 51821 259 1
  524 J024020.94-084309.6  40.087247    -8.7193456    0.231782    456 51910 319 1
  525 J024052.83-004110.9  40.220107    -0.68636888   0.246626    408 51821  99 1
  526 J024258.45-010327.9  40.743525    -1.0577477    0.183301    408 51821   9 1
  527 J024317.47-084712.3  40.822807    -8.7867479    0.155283    456 51910 264 1
  528 J024335.83+004151.0  40.899299     0.697492     0.265873    807 52295 332 1
  529 J024340.98-002601.3  40.920749    -0.43368191   0.267867    408 51821  67 1
  530 J024345.80-075204.8  40.940835    -7.8679943    0.133292    456 51910 429 1
  531 J024347.35-005355.0  40.947283    -0.89859823   0.23724     409 51871 283 1
  532 J024402.25-091541.0  41.009358    -9.2613836    0.121573    456 51910 257 1
  533 J024508.68+003710.7  41.286159     0.61963826   0.299476    409 51871 345 1
  534 J024546.10-085842.1  41.442091    -8.9783599    0.148283    456 51910 133 1
  535 J024546.15-011322.5  41.442271    -1.222918     0.257024    409 51871 250 1
  536 J024559.00-074500.5  41.495817    -7.7501442    0.22895     456 51910 486 1
  537 J024601.26-005937.3  41.505244    -0.99369904   0.20101     409 51871 201 1
  538 J024621.03+001919.1  41.587613     0.32197931   0.182892    409 51871 432 1
  539 J024703.24-071421.7  41.763511    -7.2393482    0.333451    456 51910 540 1
  540 J024705.07+000435.9  41.771123     0.076639901  0.184602    409 51871 479 1
  541 J024707.59-072802.3  41.781638    -7.4673146    0.26286     456 51910 532 1
  542 J024800.58-003656.6  42.002426    -0.6157237    0.151573    409 51871 170 1
  543 J024840.04-010032.7  42.166815    -1.0090807    0.183823    409 51871  87 1
  544 J024859.10-084551.3  42.246267    -8.7642536    0.288648    456 51910  65 1
  545 J024907.20-090117.2  42.279991    -9.0214401    0.166148    456 51910  45 1
  546 J024912.75-082216.7  42.303139    -8.371297     0.192301    456 51910  79 1
  547 J024912.87-081525.7  42.303617    -8.2571354    0.0294248   456 51910  77 1
  548 J024921.97-070237.6  42.34153     -7.043787     0.252075    456 51910 610 1
  549 J024932.95+000110.8  42.387308     0.019666909  0.185465    409 51871 518 1
