#ID SDSSID RA DEG z Plate MJD Fiber nspec
 6508 J115138.10+561331.9 177.90876     56.22553      0.0508458  1312 52781 121 1
 6509 J115138.25+004946.4 177.90937      0.82956501   0.19488     284 51943 409 1
 6510 J115142.92-024251.3 177.92883     -2.7142523    0.0783397   329 52056  36 1
 6511 J115146.22+070911.8 177.94258      7.153288     0.153167   1622 53385 235 1
 6512 J115150.02+290011.4 177.95843     29.003166     0.343709   2222 53799  12 1
 6513 J115151.18+433234.5 177.96327     43.542904     0.0614338  1447 53120 369 1
 6514 J115152.39+611721.1 177.96828     61.289191     0.0982957   777 52320 126 1
 6515 J115154.90+650933.3 177.97873     65.159248     0.284363    598 52316 463 1
 6516 J115156.07+110704.8 177.98364     11.117993     0.141833   1227 52733 322 1
 6517 J115156.69-011800.6 177.98622     -1.3001701    0.170454    330 52370 364 1
 6518 J115158.91+122129.0 177.99544     12.358049     0.169624   1609 53142 517 1
 6519 J115159.59+673604.9 177.99828     67.60136      0.274529    492 51955 593 1
 6520 J115204.86+383859.6 178.02024     38.6499       0.196425   1997 53442 619 1
 6521 J115205.83+333512.0 178.0243      33.586658     0.126248   2099 53469 308 1
 6522 J115205.89-033015.9 178.02453     -3.5044191    0.0632021   330 52370 257 1
 6523 J115205.96+521114.2 178.02485     52.187288     0.288745    881 52368 160 1
 6524 J115207.58+144854.6 178.03159     14.815154     0.0681834  1762 53415 152 1
 6525 J115208.61+042856.7 178.03587      4.4824143    0.134405    840 52374 232 1
 6526 J115209.59+554900.0 178.03994     55.816653     0.300528   1016 52759 619 1
 6527 J115212.16+431616.4 178.05067     43.271215     0.302596   1447 53120 373 1
 6528 J115213.94+133845.2 178.05808     13.645895     0.221931   1609 53142 525 1
 6529 J115214.11+152135.8 178.05881     15.359958     0.112819   1762 53415 492 1
 6530 J115215.84+042456.1 178.06601      4.415591     0.132657    840 52374 186 1
 6531 J115220.06+245049.1 178.0836      24.846962     0.214443   2510 53877  55 1
 6532 J115222.42+070838.4 178.09341      7.1439865    0.169112   1622 53385 181 1
 6533 J115225.03-031045.3 178.1043      -3.1792472    0.165092    330 52370 168 1
 6534 J115226.20+260556.3 178.10916     26.098961     0.137502   2223 53793 129 1
 6535 J115226.30+151727.6 178.10959     15.290992     0.112615   1762 53415 496 1
 6536 J115226.77+120951.8 178.11153     12.164378     0.104698   1610 53144 229 1
 6537 J115227.12+604817.5 178.11299     60.804863     0.270158    953 52411 525 1
 6538 J115228.30+050044.7 178.11791      5.0124237    0.0773293   840 52374 475 1
 6539 J115229.52+654427.2 178.123       65.740893     0.206316    598 52316 456 1
 6540 J115232.09+195538.6 178.1337      19.927383     0.184743   2515 54180 480 1
 6541 J115232.22+422759.8 178.13425     42.466623     0.250045   1447 53120 228 1
 6542 J115234.99-000542.8 178.14581     -0.095211432  0.128946    284 51943 472 1
 6543 J115238.75+441247.0 178.16146     44.213048     0.22707    1368 53084 146 1
 6544 J115241.04+423503.8 178.17098     42.584401     0.246535   1447 53120 433 1
 6545 J115241.90+644903.4 178.17459     64.817624     0.145511    598 52316 174 1
 6546 J115241.92+055707.5 178.17466      5.9520791    0.0829313   840 52374 537 1
 6547 J115246.30+232833.7 178.1929      23.476028     0.0220476  2514 53882 246 1
 6548 J115247.10+070308.5 178.19623      7.0523571    0.0755382  1622 53385 189 1
 6549 J115248.18+212255.6 178.20075     21.382104     0.171351   2511 53882  29 1
 6550 J115249.49+435113.1 178.20621     43.853639     0.258869   1368 53084 120 1
 6551 J115250.31+062919.3 178.20963      6.4886839    0.295023   1622 53385 255 1
 6552 J115253.52+453402.9 178.22299     45.567471     0.210666   1368 53084 555 1
 6553 J115254.05+291104.3 178.22521     29.184523     0.337998   2224 53815 233 1
 6554 J115255.24+610604.8 178.23015     61.101336     0.29214     777 52320  89 1
 6555 J115259.32+130718.8 178.24715     13.121882     0.103953   1609 53142 564 1
 6556 J115259.88+212033.2 178.24949     21.342566     0.321054   2511 53882  33 1
 6557 J115306.71+223629.7 178.27797     22.608244     0.209886   2513 54141 470 1
 6558 J115314.85+120620.3 178.31187     12.10565      0.0881765  1610 53144 231 1
 6559 J115320.61+651530.0 178.33587     65.258344     0.236008    598 52316 484 1
 6560 J115323.96+583138.4 178.34982     58.527343     0.202396   1313 52790 322 1
 6561 J115324.47+493108.8 178.35195     49.5191       0.333917    968 52412 229 1
 6562 J115327.23+602641.2 178.36345     60.444771     0.342843    953 52411 559 1
 6563 J115327.51+544436.7 178.36464     54.743526     0.0969125  1017 52706 192 1
 6564 J115332.47+073844.6 178.38531      7.6457279    0.15341    1622 53385 499 1
 6565 J115333.22+095408.4 178.38843      9.9023253    0.0689963  1226 52734 623 1
 6566 J115336.82+162205.1 178.40341     16.368075     0.256814   2512 53877 214 1
 6567 J115337.50+072643.0 178.40623      7.4452875    0.345416   1622 53385 166 1
 6568 J115339.80+524243.0 178.41585     52.711942     0.0789085   882 52370 342 1
 6569 J115340.43+462038.3 178.41847     46.343972     0.200032   1446 53080 203 1
 6570 J115340.59+381430.5 178.41911     38.241794     0.197263   2027 53433 438 1
 6571 J115341.16+101754.0 178.42152     10.298329     0.160573   1227 52733 435 1
 6572 J115341.58+525600.1 178.42325     52.933356     0.172099    882 52370 347 1
 6573 J115341.78+461242.3 178.42407     46.211737     0.0244112  1446 53080 129 1
 6574 J115344.20+141656.0 178.43417     14.282225     0.166767   1763 53463 310 1
 6575 J115346.15+561935.4 178.4423      56.326491     0.128926   1313 52790 241 1
 6576 J115348.34+371155.6 178.45143     37.198775     0.124583   2035 53436 563 1
 6577 J115349.13+133557.7 178.4547      13.599357     0.12784    1610 53144 324 1
 6578 J115349.34+605539.3 178.45558     60.927591     0.154285    953 52411 523 1
 6579 J115355.59+582442.4 178.48161     58.411771     0.319486   1312 52781 528 1
 6580 J115355.89+112554.2 178.48286     11.431727     0.309957   1609 53142  27 1
 6581 J115357.45+460107.2 178.48939     46.018666     0.274299   1446 53080 220 1
 6582 J115358.16+043057.0 178.49235      4.5158446    0.268657    840 52374 145 1
 6583 J115358.55+414251.7 178.49395     41.71437      0.245729   1447 53120 214 1
 6584 J115359.16+581628.9 178.49648     58.274698     0.159247   1312 52781 536 1
 6585 J115401.71+640418.0 178.50714     64.071671     0.207131    598 52316 134 1
 6586 J115402.05+613844.0 178.50854     61.645555     0.146667    777 52320 141 1
 6587 J115407.94+252145.4 178.5331      25.362609     0.336626   2514 53882 480 1
 6588 J115409.28+023815.0 178.53867      2.6375054    0.210561    515 52051 485 1
 6589 J115409.66+112723.7 178.54023     11.456589     0.287117   1610 53144 247 1
 6590 J115417.35+452452.0 178.57231     45.414431     0.211203   1368 53084 523 1
 6591 J115420.72+452329.5 178.58634     45.391526     0.191207   1368 53084 529 1
 6592 J115423.69+440823.7 178.5987      44.139921     0.207214   1368 53084  94 1
 6593 J115428.38+004115.7 178.61823      0.68770015   0.228593    284 51662 575 2
 6594 J115431.50+121427.5 178.63124     12.240971     0.270137   1609 53142 596 1
 6595 J115432.05+221329.5 178.63356     22.224872     0.269489   2511 53882 602 1
 6596 J115437.44+114859.0 178.65599     11.816382     0.33038    1609 53142  25 1
 6597 J115437.57+302041.4 178.65654     30.344825     0.166601   2225 53729 354 1
 6598 J115439.37+261515.2 178.66404     26.254226     0.0857158  2223 53793  89 1
 6599 J115439.70+345216.4 178.66541     34.871223     0.0685877  2099 53469 370 1
 6600 J115442.74+180822.6 178.67807     18.139625     0.317779   2512 53877 457 1
 6601 J115443.60+120125.1 178.68168     12.023628     0.236491   1609 53142  26 1
 6602 J115446.22+290231.6 178.6926      29.042119     0.34899    2224 53815 131 1
 6603 J115451.10+233456.9 178.7129      23.582466     0.138449   2514 53882 126 1
 6604 J115456.10+311334.0 178.73377     31.226118     0.0800593  1991 53446  97 1
 6605 J115456.40+613653.5 178.73499     61.614873     0.151877    777 52320  58 1
 6606 J115459.11+025428.1 178.7463       2.9077923    0.114825    515 52051 519 1
 6607 J115506.45+122652.4 178.77686     12.447896     0.270562   1609 53142 640 1
 6608 J115507.61+520129.6 178.78171     52.024894     0.154039    881 52368  64 1
 6609 J115507.96+572228.3 178.78315     57.374514     0.292633   1312 52781 508 1
 6610 J115508.28+360145.2 178.78451     36.029229     0.139766   2035 53436  78 1
 6611 J115509.56+223838.4 178.78984     22.64401      0.181381   2513 54141 490 1
 6612 J115514.02+245451.6 178.80843     24.914345     0.0329914  2514 53882 515 1
 6613 J115515.86+380234.9 178.8161      38.043033     0.143917   2027 53433 200 1
 6614 J115521.43+062737.3 178.83929      6.4603515    0.125455   1622 53385 125 1
 6615 J115523.75+150757.0 178.84896     15.132487     0.287335   1762 53415 597 1
 6616 J115525.75+151821.7 178.85729     15.306032     0.0816243  1763 53463 434 1
 6617 J115526.61+343315.0 178.86086     34.55417      0.177968   2099 53469 470 1
 6618 J115529.35+012933.3 178.87229      1.4925759    0.240859    515 52051  44 1
 6619 J115533.50+010730.6 178.88958      1.1251547    0.197181    285 51930 326 1
 6620 J115533.54+545803.6 178.88974     54.967674     0.269055   1018 52672 313 1
 6621 J115534.68+400338.5 178.8945      40.060688     0.27875    1970 53386  30 1
 6622 J115534.84-023206.3 178.89515     -2.5350819    0.278878    330 52370  80 1
 6623 J115535.36+125254.0 178.89733     12.881675     0.12181    1610 53144 469 1
 6624 J115537.25+241715.3 178.9052      24.287597     0.262361   2514 53882 150 1
 6625 J115537.99-004614.2 178.90828     -0.7706118    0.064295    285 51930 309 1
 6626 J115538.75+534055.0 178.91147     53.681938     0.213174   1017 52706 128 1
 6627 J115540.40+423755.4 178.91833     42.632066     0.171085   1447 53120 520 1
 6628 J115540.67+434840.3 178.91945     43.811205     0.0876075  1368 53084  71 1
 6629 J115542.26+210834.0 178.92609     21.142771     0.19401    2515 54180 526 1
 6630 J115544.41+040631.6 178.93503      4.108786     0.168614    841 52375 294 1
 6631 J115544.71+582549.6 178.93629     58.430441     0.323449   1313 52790 365 1
 6632 J115545.73+045130.2 178.94055      4.858386     0.119012    840 52374 115 1
 6633 J115546.76+120220.1 178.94485     12.038923     0.222333   1610 53144 168 1
 6634 J115549.44+502117.2 178.95598     50.354771     0.284408    968 52412 490 1
 6635 J115549.88+123756.0 178.95785     12.632224     0.329763   1610 53144 498 1
 6636 J115557.88+034207.8 178.99118      3.7021671    0.324009    515 52051 567 1
 6637 J115558.37+051637.5 178.9932       5.2770885    0.149222    840 52374 505 1
 6638 J115558.78+130836.6 178.99493     13.1435       0.133916   1610 53144 412 1
 6639 J115558.97+593129.4 178.99572     59.524821     0.240855    953 52411 120 1
 6640 J115600.62+033810.1 179.00259      3.6361257    0.304296    515 52051 568 1
 6641 J115601.13+564923.3 179.00471     56.823146     0.118298   1312 52781 106 1
 6642 J115601.13+001237.9 179.00472      0.21053507   0.0783194   284 51943 551 1
 6643 J115606.78+051402.0 179.02827      5.2339013    0.346569    841 52375 390 1
 6644 J115607.43+111622.8 179.03096     11.273012     0.328754   1610 53144 123 1
 6645 J115609.28+562422.1 179.03868     56.406132     0.07697    1312 52781  42 1
 6646 J115610.01+145249.8 179.0417      14.880508     0.139884   1762 53415  33 1
 6647 J115612.31+101727.7 179.05129     10.291022     0.237217   1227 52733 503 1
 6648 J115612.38+024125.6 179.0516       2.6904336    0.0763208   516 52017 353 1
 6649 J115613.65+114259.9 179.05688     11.716635     0.150733   1610 53144 133 1
 6650 J115614.88+344025.0 179.06198     34.673624     0.215631   2099 53469 403 1
 6651 J115620.43+600024.8 179.08511     60.006898     0.185122    953 52411 587 1
 6652 J115621.82+260952.5 179.09093     26.164585     0.140805   2223 53793   7 1
 6653 J115623.24+195932.1 179.09684     19.992259     0.0408689  2515 54180 597 1
 6654 J115632.24+112653.8 179.13434     11.448268     0.22576    1610 53144  89 1
 6655 J115635.01+365033.0 179.14589     36.842502     0.16166    2035 53436 609 1
 6656 J115638.16+150500.9 179.15898     15.083575     0.189554   1762 53415 628 1
 6657 J115638.47+313112.2 179.16029     31.520053     0.0802159  1991 53446  61 1
 6658 J115639.73+012600.3 179.16555      1.4334162    0.227713    515 52051  56 1
 6659 J115640.34+573524.7 179.1681      57.590183     0.329893   1313 52790 473 1
 6660 J115641.24+451529.0 179.17184     45.258047     0.151122   1369 53089 340 1
 6661 J115641.52+212020.9 179.17302     21.339151     0.286732   2513 54141  49 1
 6662 J115644.11+614741.5 179.18381     61.79487      0.226368    777 52320 116 1
 6663 J115648.78+064752.7 179.20324      6.7979809    0.151951   1622 53385  98 1
 6664 J115653.48+333147.0 179.22285     33.529709     0.221409   2099 53469 186 1
 6665 J115654.67+263232.2 179.22781     26.54229      0.155902   2226 53819 247 1
 6666 J115701.32+624310.1 179.25552     62.719468     0.111104    778 54525 391 2
 6667 J115709.76+090607.2 179.29068      9.1020009    0.304549   1228 52728 285 1
 6668 J115710.68+221746.2 179.29452     22.296178     0.0524718  2513 54141  77 1
 6669 J115711.00+023500.4 179.29582      2.583447     0.209743    515 52051  80 1
 6670 J115711.27+295417.9 179.29697     29.904977     0.168423   2225 53729 391 1
 6671 J115712.46+181739.9 179.30193     18.294408     0.316109   2512 53877 607 1
 6672 J115713.04+535312.9 179.30433     53.886907     0.272946   1017 52706  85 1
 6673 J115714.26+073202.5 179.30942      7.5340264    0.201143   1622 53385 120 1
 6674 J115714.98+081632.0 179.31242      8.2755618    0.2014     1622 53385 533 1
 6675 J115715.20+093456.7 179.31334      9.582412     0.271841   1227 52733 105 1
 6676 J115715.49+231449.9 179.31456     23.247182     0.176704   2513 54141 617 1
 6677 J115715.93+285401.5 179.31637     28.900418     0.349322   2225 53729 291 1
 6678 J115718.32+604719.3 179.32632     60.788707     0.0798599   954 52405 323 1
 6679 J115718.53+310256.3 179.3272      31.04898      0.157851   2224 53815 526 1
 6680 J115722.44+114040.7 179.34352     11.677986     0.290529   1610 53144  60 1
 6681 J115723.18+045201.0 179.34657      4.8669544    0.176058    840 52374  33 1
 6682 J115723.95+182153.8 179.3498      18.364931     0.290979   2512 53877 610 1
 6683 J115725.60+071134.1 179.35668      7.1928189    0.337552   1622 53385 115 1
 6684 J115726.30+281322.6 179.35958     28.222933     0.270043   2223 53793 608 1
 6685 J115727.60+431806.3 179.36502     43.301757     0.229988   1447 53120 571 1
 6686 J115738.51+435033.2 179.41046     43.842543     0.16536    1368 53084  33 1
 6687 J115739.08-023908.3 179.41283     -2.6523062    0.130821    330 52370  30 1
 6688 J115739.37+053440.8 179.41406      5.5780038    0.272861    841 52375 461 1
 6689 J115739.56+593414.3 179.41482     59.57064      0.170564    953 52411  77 1
 6690 J115740.41+201422.3 179.41837     20.239516     0.245442   2515 54180 623 1
 6691 J115741.76+041250.6 179.42398      4.2140493    0.0948064   841 52375 208 1
 6692 J115741.94-032106.1 179.42476     -3.3516907    0.219529    331 52368 281 1
 6693 J115746.11+412637.7 179.44214     41.443802     0.0737819  1447 53120  96 1
 6694 J115749.52+023240.6 179.45635      2.5446195    0.124135    515 52051  76 1
 6695 J115751.35+442632.6 179.46397     44.442379     0.148177   1369 53089 241 1
 6696 J115752.30+555759.6 179.46793     55.966556     0.204231   1017 52706 456 1
 6697 J115753.20-031537.0 179.47168     -3.2602807    0.214695    330 52370  12 1
 6698 J115754.34+012205.0 179.47642      1.3680589    0.0788784   516 52017 285 1
 6699 J115754.36+283335.5 179.47651     28.559858     0.340076   2225 53729 242 1
 6700 J115755.47+001704.0 179.48113      0.28445193   0.2607      285 51930 388 1
 6701 J115757.68+294442.2 179.49035     29.745067     0.318311   2224 53815 116 1
 6702 J115757.72+261325.3 179.49052     26.223694     0.323935   2226 53819 248 1
 6703 J115758.61+134524.8 179.49421     13.756894     0.115884   1763 53463 219 1
 6704 J115758.73-002220.8 179.49471     -0.37244417   0.259896    285 51930 280 1
 6705 J115805.97+360056.7 179.52488     36.015763     0.121991   2103 53467 271 1
 6706 J115822.27+143146.7 179.59279     14.529644     0.285658   1763 53463 174 1
 6707 J115828.53+373450.2 179.61889     37.580609     0.18609    2027 53433 104 1
 6708 J115829.32+304546.6 179.62218     30.762943     0.0804169  2224 53815 566 1
 6709 J115831.74+251444.1 179.63226     25.245581     0.278785   2655 54184 388 1
 6710 J115832.62+104425.0 179.63593     10.740272     0.0806523  1227 52733 614 1
 6711 J115835.34+021410.7 179.64724      2.236319     0.131824    516 52017 270 1
 6712 J115838.48+004231.3 179.66035      0.70870823   0.199561    285 51930 457 1
 6713 J115842.41+262715.0 179.67669     26.454157     0.224071   2226 53819 140 1
 6714 J115843.61+341700.7 179.68169     34.283521     0.173032   2099 53469 551 1
 6715 J115845.31+275556.2 179.68879     27.932277     0.312001   2226 53819 426 1
 6716 J115848.58+021630.2 179.7024       2.2750644    0.289508    515 52051  24 1
 6717 J115850.39+422139.6 179.70994     42.361001     0.054607   1448 53120 267 1
 6718 J115851.03+435047.8 179.71264     43.846603     0.287137   1369 53089 276 1
 6719 J115852.57+563152.6 179.71903     56.531268     0.234244   1312 52781   8 1
 6720 J115855.74+322222.1 179.73226     32.372805     0.214674   1991 53446 626 1
 6721 J115858.89+004632.4 179.74538      0.7756723    0.0759435   285 51930 460 1
 6722 J115901.01-003243.6 179.7542      -0.545437     0.0769507   285 51930 195 1
 6723 J115901.72+510630.8 179.75718     51.108568     0.295569    968 52412 562 1
 6724 J115904.79+361850.5 179.76996     36.314035     0.299811   2103 53467 440 1
 6725 J115905.30+471746.0 179.77208     47.296123     0.245194   1446 53080  67 1
 6726 J115905.80+024802.6 179.77416      2.8007153    0.168621    516 52017 423 1
 6727 J115906.90+101001.8 179.77876     10.167154     0.116469   1227 52733 630 1
 6728 J115909.16+093728.4 179.78817      9.6245467    0.164906   1227 52733  65 1
 6729 J115911.09+200908.9 179.79622     20.152469     0.170552   2608 54474 358 1
 6730 J115912.08+045342.7 179.80035      4.895207     0.16632     841 52375 176 1
 6731 J115912.19+283715.8 179.80078     28.621053     0.214712   2226 53819 376 1
 6732 J115918.58+224136.8 179.82742     22.693552     0.19092    2643 54208 423 1
 6733 J115918.77+391003.5 179.8282      39.167643     0.138741   1976 53401 207 1
 6734 J115919.14+041816.6 179.82975      4.3046059    0.310305    841 52375 180 1
 6735 J115926.21+210656.0 179.8592      21.115543     0.347043   2643 54208 296 1
 6736 J115927.82+652651.9 179.86593     65.447741     0.227881    599 52317 344 1
 6737 J115928.52+293217.0 179.86883     29.538043     0.141543   2225 53729 236 1
 6738 J115929.19+520531.3 179.87161     52.092037     0.175333    882 52370 238 1
 6739 J115932.86+271433.9 179.88691     27.242746     0.236173   2226 53819 177 1
 6740 J115933.97+234754.9 179.89156     23.798585     0.141057   2655 54184 243 1
 6741 J115941.26+545005.6 179.92193     54.834883     0.346904   1018 52672 276 1
 6742 J115943.01+100850.9 179.9292      10.147486     0.0920936  1228 52728 200 1
 6743 J115944.42+061028.4 179.93507      6.1745588    0.336804    841 52375 526 1
 6744 J115946.73-010450.6 179.94472     -1.0807244    0.131907    285 51930  96 1
 6745 J115946.94+412514.4 179.94559     41.420677     0.0858483  1448 53120 284 1
 6746 J115947.09+204907.3 179.94621     20.818693     0.298866   2608 54474 379 1
 6747 J115948.81+290928.9 179.95338     29.158023     0.0835479  2224 53815  64 1
 6748 J115953.40+051330.0 179.97248      5.2249971    0.0593653   841 52375 546 1
 6749 J115955.12+123848.2 179.97966     12.646715     0.0817042  1610 53144 595 1
 6750 J115959.18+521654.4 179.99658     52.281783     0.197894    881 52368 629 1
 6751 J120002.36+335921.6 180.00982     33.989345     0.327853   2099 53469  77 1
 6752 J120003.06+175848.8 180.01276     17.980212     0.230642   2595 54207 353 1
 6753 J120003.11+080726.2 180.01294      8.1239421    0.332159   1623 53089 382 1
 6754 J120004.39+073215.3 180.01829      7.5375752    0.137594   1622 53385  40 1
 6755 J120007.50+295434.0 180.03125     29.909452     0.149316   2224 53815 599 1
 6756 J120009.49+523109.4 180.03956     52.519277     0.117831    881 52368 621 1
 6757 J120010.31+152614.3 180.04294     15.437315     0.194756   1764 53467 343 1
 6758 J120010.93-020451.8 180.04554     -2.081059     0.0910799   331 52368 476 1
 6759 J120011.27+100135.6 180.04697     10.026561     0.085374   1227 52733  29 1
 6760 J120012.48+183543.0 180.052       18.595275     0.0663731  2608 54474 242 1
 6761 J120014.10-004638.7 180.05873     -0.77742639   0.179356    285 51930 170 1
 6762 J120018.54+251902.1 180.07723     25.317246     0.222977   2655 54184 465 1
 6763 J120019.42+173706.4 180.08093     17.618452     0.149359   2595 54207 396 1
 6764 J120020.48+075434.5 180.08533      7.9095887    0.229247   1622 53385 627 1
 6765 J120021.26+154713.5 180.08859     15.787092     0.238336   1763 53463 575 1
 6766 J120022.97+044651.7 180.09571      4.7810354    0.273244    841 52375 155 1
 6767 J120024.56+163312.2 180.10233     16.553377     0.21518    2595 54207 292 1
 6768 J120026.98+331728.0 180.11242     33.291119     0.348347   2095 53474 380 1
 6769 J120028.11+333439.6 180.11711     33.577654     0.282084   2095 53474 368 1
 6770 J120029.51+481339.6 180.12297     48.227658     0.320332   1449 53116 335 1
 6771 J120031.64+624337.2 180.13185     62.727012     0.235086    778 52337 427 2
 6772 J120036.17+345446.5 180.15069     34.91292      0.143681   2099 53469 620 1
 6773 J120036.20+625845.1 180.15082     62.979188     0.111572    777 52320 584 1
 6774 J120039.46+385126.0 180.16441     38.857213     0.211635   2027 53433 616 1
 6775 J120041.74+331234.4 180.17393     33.209545     0.135844   2099 53469  48 1
 6776 J120045.33+261745.4 180.18887     26.295932     0.228842   2226 53819  50 1
 6777 J120048.95+581201.0 180.20395     58.200269     0.0989794  1314 53050 339 1
 6778 J120049.18+390450.6 180.20492     39.08073      0.119671   2027 53433 603 1
 6779 J120049.31+431418.1 180.20544     43.238357     0.0710342  1447 53120 616 1
 6780 J120050.19+413548.0 180.20912     41.596679     0.158191   1447 53120  15 1
 6781 J120052.49+294840.8 180.21871     29.811329     0.262074   2225 53729 498 1
 6782 J120056.61+261512.5 180.23589     26.253461     0.308013   2226 53819  46 1
 6783 J120100.12+133127.7 180.25052     13.524373     0.202203   1611 53147 370 1
 6784 J120101.60+322528.7 180.25667     32.424632     0.19845    2095 53474 434 1
 6785 J120102.69+082439.9 180.26122      8.411084     0.283429   1623 53089 325 1
 6786 J120104.32+373417.1 180.268       37.57142      0.189283   2027 53433  69 1
 6787 J120105.07+433010.3 180.27111     43.502871     0.115061   1448 53120 369 1
 6788 J120105.66+043844.5 180.27358      4.6456934    0.101126    841 52375 144 1
 6789 J120108.79+571205.4 180.28663     57.201488     0.26159    1313 52790 519 1
 6790 J120110.38+591637.1 180.29327     59.276979     0.111832    954 52405 268 1
 6791 J120113.66+271630.6 180.30692     27.275159     0.184573   2226 53819 151 1
 6792 J120113.76-024241.3 180.30734     -2.7114763    0.307081    331 52368 171 1
 6793 J120114.35-034041.0 180.3098      -3.6780667    0.0195536   331 52368 121 1
 6794 J120116.18+514853.7 180.3174      51.814916     0.251256    882 52370 181 1
 6795 J120118.43+060024.1 180.3268       6.0066962    0.335649    841 52375 571 1
 6796 J120118.81+283325.4 180.32838     28.557043     0.163602   2226 53819 405 1
 6797 J120122.05+035111.0 180.34189      3.8530644    0.280441    841 52375  41 1
 6798 J120123.29+295604.9 180.34706     29.934687     0.227654   2224 53815 632 1
 6799 J120124.83+333027.2 180.35347     33.507544     0.248914   2095 53474 402 1
 6800 J120127.97+360711.3 180.36655     36.119802     0.303123   2103 53467 177 1
 6801 J120130.11+293157.0 180.37544     29.53249      0.133727   2225 53729 161 1
 6802 J120130.22+002429.3 180.37592      0.408131     0.0621431   285 51930 584 1
 6803 J120130.37+011138.7 180.37656      1.1940737    0.0776992   285 51930 579 1
 6804 J120130.48+383633.4 180.37701     38.60927      0.224161   2027 53433 581 1
 6805 J120135.81+034653.9 180.3992       3.7816422    0.347109    841 52375  50 1
 6806 J120138.37+663018.9 180.40987     66.505241     0.282129    493 51957 298 1
 6807 J120139.90+145741.7 180.41624     14.961594     0.199374   1764 53467 385 1
 6808 J120147.36+312554.0 180.44734     31.431669     0.13596    2095 53474 130 1
 6809 J120148.30+595553.9 180.45123     59.931631     0.192755    954 52405 388 1
 6810 J120149.75-015327.5 180.45728     -1.8909608    0.0907968   331 52368 503 1
 6811 J120150.57+493402.3 180.46072     49.567299     0.20957     968 52412  30 1
 6812 J120154.65+352847.6 180.47771     35.479894     0.21311    2103 53467 139 1
 6813 J120159.41+315523.1 180.49754     31.923095     0.172096   2095 53474 182 1
 6814 J120203.33+053338.1 180.51388      5.5605799    0.163912    841 52375 581 1
 6815 J120206.22+335635.3 180.52592     33.943137     0.14671    2089 53498 309 1
 6816 J120208.21+545840.8 180.53419     54.978006     0.0809006  1018 52672 224 1
 6817 J120208.36+174124.9 180.53485     17.690251     0.0218619  2595 54207 477 1
 6818 J120208.77+353927.1 180.53653     35.657538     0.161931   2103 53467 164 1
 6819 J120213.44+285537.0 180.55599     28.926958     0.111377   2225 53729  85 1
 6820 J120215.27+255247.0 180.56362     25.87971      0.102174   2655 54184 562 1
 6821 J120216.04+060937.2 180.56685      6.1603349    0.331225    841 52375 606 1
 6822 J120216.93+374124.3 180.57054     37.690075     0.137851   2027 53433  39 1
 6823 J120219.16+595506.9 180.57982     59.918577     0.122012    954 52405 381 1
 6824 J120221.18+163607.2 180.58827     16.602004     0.144206   2595 54207 203 1
 6825 J120224.04+235231.2 180.60017     23.875326     0.176612   2655 54184  90 1
 6826 J120224.83+253630.9 180.60345     25.608578     0.236574   2655 54184 501 1
 6827 J120225.60+324755.5 180.60667     32.798753     0.28135    2095 53474 474 1
 6828 J120226.76-012915.3 180.61151     -1.4875743    0.150367    331 52368 532 1
 6829 J120229.42+080135.4 180.62257      8.0265082    0.285523   1623 53089 469 1
 6830 J120230.25+393927.3 180.62606     39.657588     0.235213   1976 53401  82 1
 6831 J120233.08+022559.7 180.63785      2.4332535    0.272986    516 52017 112 1
 6832 J120234.40+544500.7 180.64334     54.750195     0.0498874  1018 52672 221 1
 6833 J120238.08+035750.5 180.65867      3.9640311    0.322512    841 52375  10 1
 6834 J120238.81+471145.0 180.6617      47.195823     0.249282   1446 53080  31 1
 6835 J120243.49+143729.2 180.68119     14.624781     0.258832   1764 53467 278 1
 6836 J120247.58+412606.4 180.69824     41.435102     0.170892   1448 53120 208 1
 6837 J120251.46+242045.8 180.71442     24.346066     0.110343   2656 54484 311 1
 6838 J120254.18+191056.6 180.72577     19.1824       0.312514   2608 54474 134 1
 6839 J120254.44+182616.9 180.72685     18.438018     0.327594   2595 54207 413 1
 6840 J120256.83+112047.7 180.73678     11.346594     0.203584   1611 53147 254 1
 6841 J120257.82+045045.1 180.7409       4.84585      0.0206841   842 52376 436 1
 6842 J120259.52+290535.5 180.74799     29.093206     0.0828539  2225 53729 106 1
 6843 J120259.69+121856.6 180.74872     12.315724     0.258817   1611 53147 234 1
 6844 J120259.77+180714.3 180.74905     18.120636     0.242737   2595 54207 420 1
 6845 J120301.35+342300.0 180.75561     34.383331     0.167295   2099 53469 623 1
 6846 J120301.44+235320.0 180.75601     23.888888     0.176306   2655 54184  91 1
 6847 J120311.43+215321.7 180.79761     21.889356     0.334122   2643 54208 164 1
 6848 J120312.14+015321.4 180.8006       1.889268     0.295855    517 52024 310 1
 6849 J120320.18+170823.7 180.8341      17.139927     0.234914   2595 54207 200 1
 6850 J120321.05+371133.8 180.83769     37.19273      0.191903   2103 53467 531 1
 6851 J120322.37+621505.8 180.84319     62.251602     0.270421    777 52320 632 1
 6852 J120323.56+034838.3 180.84816      3.8106348    0.26087     842 52376 281 1
 6853 J120325.65+365728.5 180.85688     36.957919     0.106707   2103 53467 535 1
 6854 J120329.88+332007.7 180.87452     33.335475     0.218538   2095 53474 530 1
 6855 J120330.23+123140.9 180.87596     12.528025     0.0644444  1611 53147 195 1
