#name     Ra     Dec
ECO02652 173.816  1.639  
ECO02348 173.833 21.458  
ECO02573 173.840 20.645  
ECO05679 173.849 31.654  
ECO05682 173.870 38.555  
ECO11651 173.891 24.962  
ECO05681 173.896 20.505  
ECO05684 173.902 15.975  
ECO05683 173.902 43.477  
ECO02663 173.904  0.128  
ECO07365 173.911  1.358  
ECO01715 173.912 22.316  
ECO02576 173.921 20.533  
ECO01031 173.956 16.025  
ECO05686 173.963 34.282  
ECO05685 173.965 17.448  
ECO01375 173.976 39.733  
ECO02674 173.991 23.012  
ECO02685 174.000  8.305  
ECO05687 174.014 17.360  
ECO09728 174.021 43.474  
ECO02696 174.042 10.056  
ECO02225 174.062 25.435  
ECO02707 174.064 22.433  
ECO11036 174.073 28.323  
ECO02718 174.083 20.522  
ECO07596 174.114  3.975  
ECO02729 174.118 19.811  
ECO09025 174.123 31.325  
ECO00937 174.124 19.833  
ECO01376 174.143 31.657  
ECO02847 174.143 20.364  
ECO08116 174.151 16.622  
ECO02311 174.154 22.916  
ECO12325 174.156 47.834  
ECO02740 174.165  6.292  
ECO08328 174.171 22.616  
ECO02751 174.184 22.992  
ECO11433 174.202 24.721  
ECO01315 174.213  7.674  
ECO11628 174.215 20.005  
ECO01207 174.224 17.890  
ECO05688 174.225 16.388  
ECO05689 174.225 19.926  
ECO02762 174.226 19.997  
ECO02796 174.226  4.124  
ECO02773 174.226 19.971  
ECO02785 174.227 17.889  
ECO07105 174.237 15.529  
ECO02806 174.239  5.490  
ECO11848 174.258 15.571  
ECO07042 174.271 19.924  
ECO06961 174.278 18.194  
ECO10576 174.290 19.898  
ECO02819 174.291 20.025  
ECO02818 174.293 19.972  
ECO09965 174.300 21.219  
ECO02828 174.306 15.432  
ECO02839 174.310 17.840  
ECO07993 174.314 13.259  
ECO02850 174.315 16.877  
ECO07106 174.315 16.857  
ECO02805 174.317 19.619  
ECO02817 174.318 45.757  
ECO08309 174.340 21.873  
ECO02861 174.342 25.741  
ECO11038 174.355 28.390  
ECO02872 174.377 22.400  
ECO05690 174.378 15.486  
ECO02458 174.379 24.680  
ECO07547 174.408  3.325  
ECO00207 174.414  8.864  
ECO07601 174.436  4.075  
ECO05692 174.446 17.149  
ECO02883 174.452 22.691  
ECO05694 174.493 20.779  
ECO05693 174.516 19.862  
ECO02565 174.523 20.699  
ECO11460 174.586 20.433  
ECO12023 174.591 15.960  
ECO00938 174.602 17.088  
ECO02895 174.605 20.741  
ECO02579 174.607 20.665  
ECO02821 174.617 19.981  
ECO08851 174.621 28.587  
ECO10047 174.621 28.504  
ECO08361 174.624 23.099  
ECO01716 174.625 20.526  
ECO07867 174.634 10.118  
ECO08370 174.641 23.323  
ECO06889 174.662 39.266  
ECO08475 174.663 24.927  
ECO11416 174.664 26.242  
ECO11039 174.670 24.585  
ECO01717 174.676 19.910  
ECO00585 174.689 20.140  
ECO05110 174.691 42.477  
ECO05695 174.712 19.601  
ECO08382 174.718 23.447  
